History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,ADBE - Adobe Inc.,2.53,Reduce 18.48%,7500,$386.93,"$2,902,000",,$361.03,-6.69%,$330.04,$587.75,Hillman Value Fund,1
≡,ZBH - Zimmer Biomet Holdings,2.36,Reduce 21.84%,29700,$91.21,"$2,709,000",,$104.31,14.36%,$88.99,$115.64,Hillman Value Fund,1
≡,STZ - Constellation Brands,2.33,Reduce 27.43%,16400,$162.68,"$2,668,000",,$165.90,1.98%,$158.43,$255.51,Hillman Value Fund,1
≡,DEO - Diageo ADR,2.32,Reduce 27.87%,26400,$100.83,"$2,662,000",,$114.07,13.13%,$96.45,$140.60,Hillman Value Fund,1
≡,CAG - Conagra Brands Inc.,2.27,Reduce 19.71%,127100,$20.47,"$2,602,000",,$19.27,-5.86%,$18.19,$31.36,Hillman Value Fund,1
≡,CPB - Campbell's Co.,2.27,Reduce 14.49%,85000,$30.65,"$2,605,000",,$32.69,6.66%,$29.39,$50.77,Hillman Value Fund,1
≡,BDX - Becton Dickinson,2.24,Reduce 17.68%,14900,$172.28,"$2,567,000",,$198.03,14.95%,$162.35,$249.34,Hillman Value Fund,1
≡,BF.B - Brown-Forman Corp.,2.1,Reduce 28.11%,89500,$26.91,"$2,408,000",,$30.58,13.64%,$25.53,$48.93,Hillman Value Fund,1
≡,AXS - Axis Capital Holdings Ltd.,4.21,Reduce 4.93%,193000,$100.24,"$19,346,000",,$96.45,-3.78%,$72.85,$106.73,Meridian Contrarian Fund,1
≡,FCNCA - First Citizens Bancshares,3.82,Reduce 12.08%,9460,$1854.12,"$17,540,000",,$1901.42,2.55%,$1472.06,$2408.07,Meridian Contrarian Fund,1
≡,CCJ - Cameco Corp.,3.1,,346289,$41.16,"$14,253,000",,$73.82,79.35%,$35.00,$80.32,Meridian Contrarian Fund,1
≡,PRGO - Perrigo Co.,3.1,Add 2.86%,508000,$28.04,"$14,244,000",,$23.60,-15.83%,$21.03,$30.29,Meridian Contrarian Fund,1
≡,EVRG - Evergy Inc.,2.97,Add 5.32%,198000,$68.95,"$13,652,000",,$72.50,5.15%,$56.07,$73.97,Meridian Contrarian Fund,1
≡,VICI - VICI Properties Inc.,2.88,Add 2.01%,406000,$32.62,"$13,244,000",,$32.47,-0.46%,$27.24,$34.01,Meridian Contrarian Fund,1
≡,BEPC - Brookfield Renewable Corp.,2.81,,461800,$27.92,"$12,893,000",,$33.57,20.24%,$23.43,$37.00,Meridian Contrarian Fund,1
≡,PENG - Penguin Solutions Inc.,2.8,Reduce 7.53%,739782,$17.37,"$12,850,000",,$24.09,38.69%,$14.20,$25.94,Meridian Contrarian Fund,1
≡,HNST - The Honest Company inc.,2.75,Add 5.30%,2683546,$4.70,"$12,613,000",,$3.77,-19.79%,$3.32,$8.97,Meridian Contrarian Fund,1
≡,CCK - Crown Holdings,2.6,Add 3.09%,133642,$89.26,"$11,929,000",,$100.19,12.25%,$75.58,$109.19,Meridian Contrarian Fund,1
≡,BWXT - BWX Technologies Inc.,2.56,Add 12.24%,119223,$98.65,"$11,761,000",,$165.76,68.03%,$83.90,$188.98,Meridian Contrarian Fund,1
≡,MIR - Mirion Technologies Inc,2.5,Reduce 11.22%,791000,$14.50,"$11,470,000",,$19.79,36.48%,$9.11,$22.80,Meridian Contrarian Fund,1
≡,NVST - Envista Holdings Corp.,2.39,Add 21.85%,635643,$17.26,"$10,971,000",,$20.71,19.99%,$14.22,$23.00,Meridian Contrarian Fund,1
≡,TRMB - Trimble Inc.,2.32,,162156,$65.65,"$10,646,000",,$81.12,23.56%,$52.91,$87.50,Meridian Contrarian Fund,1
≡,TCBI - Texas Capital Bancshares,2.21,,136000,$74.70,"$10,159,000",,$83.59,11.90%,$59.37,$94.61,Meridian Contrarian Fund,1
≡,LPLA - LPL Financial Holdings Inc.,2.2,Reduce 19.40%,30835,$327.13,"$10,087,000",,$351.28,7.38%,$203.69,$403.23,Meridian Contrarian Fund,1
≡,CACI - CACI International Inc.,2.09,Add 23.58%,26200,$366.91,"$9,613,000",,$486.85,32.69%,$318.60,$588.26,Meridian Contrarian Fund,1
≡,LEGN - Legend Biotech Corp.,1.99,Add 14.97%,268821,$33.93,"$9,121,000",,$36.54,7.69%,$27.34,$59.62,Meridian Contrarian Fund,1
≡,VSEC - VSE Corp.,1.83,Add 16.67%,70000,$119.99,"$8,399,000",,$161.16,34.31%,$80.31,$166.85,Meridian Contrarian Fund,1
≡,HAYW - Hayward Holdings Inc,1.79,,592000,$13.92,"$8,241,000",,$16.14,15.95%,$11.10,$16.87,Meridian Contrarian Fund,1
≡,CNM - Core & Main Inc Class A,1.78,,169000,$48.31,"$8,164,000",,$65.15,34.86%,$37.22,$65.97,Meridian Contrarian Fund,1
≡,THC - Tenet Healthcare Corp.,1.75,Reduce 15.54%,59766,$134.51,"$8,039,000",,$178.03,32.35%,$109.82,$185.25,Meridian Contrarian Fund,1
≡,RRX - Regal Rexnord Corp.,1.73,Add 10.06%,69600,$113.85,"$7,924,000",,$148.47,30.41%,$90.34,$183.87,Meridian Contrarian Fund,1
≡,CEVA - CEVA Inc.,1.71,Add 20.54%,307000,$25.61,"$7,862,000",,$22.66,-11.52%,$18.31,$38.94,Meridian Contrarian Fund,1
≡,CRC - California Resources Corp.,1.7,,178000,$43.97,"$7,827,000",,$47.38,7.76%,$30.69,$58.91,Meridian Contrarian Fund,1
≡,QDEL - QuidelOrtho Corp.,1.66,Add 8.46%,218000,$34.97,"$7,623,000",,$26.75,-23.51%,$22.05,$49.45,Meridian Contrarian Fund,1
≡,UVE - Universal Insurance Holdings Inc.,1.62,Add 10.18%,314000,$23.70,"$7,442,000",,$23.89,0.80%,$15.96,$28.29,Meridian Contrarian Fund,1
≡,SG - Sweetgreen Inc Class A,1.59,,291157,$25.02,"$7,285,000",,$9.44,-62.27%,$8.80,$45.12,Meridian Contrarian Fund,1
≡,TTC - Toro Co.,1.58,,99493,$72.75,"$7,238,000",,$78.02,7.24%,$62.00,$91.20,Meridian Contrarian Fund,1
≡,NGD - New Gold Inc.,1.51,Add 10.21%,1868000,$3.71,"$6,930,000",,$5.13,38.27%,$2.31,$5.33,Meridian Contrarian Fund,1
≡,AMD - Advanced Micro Devices,1.39,Reduce 1.59%,62000,$102.74,"$6,370,000",,$166.55,62.11%,$76.48,$186.65,Meridian Contrarian Fund,1
≡,KRNT - Kornit Digital Ltd,1.34,Reduce 13.67%,322000,$19.08,"$6,144,000",,$15.48,-18.87%,$12.78,$34.29,Meridian Contrarian Fund,1
≡,AGS-OLD - PlayAGS Inc.,1.3,,493622,$12.11,"$5,978,000",,$12.50,3.22%,$11.09,$12.51,Meridian Contrarian Fund,1
≡,PACK - Ranpak Holdings Corp. CL A,1.29,Reduce 3.01%,1096000,$5.42,"$5,940,000",,$4.45,-17.90%,$2.91,$8.70,Meridian Contrarian Fund,1
≡,SWTX-OLD - SpringWorks Therapeutics Inc.,1.29,Add 44.09%,134000,$44.13,"$5,913,000",,$46.99,6.48%,$28.21,$62.00,Meridian Contrarian Fund,1
≡,ADEA - Adeia Inc,1.28,Reduce 12.77%,444000,$13.22,"$5,870,000",,$14.81,12.03%,$10.55,$17.33,Meridian Contrarian Fund,1
≡,CSTM - Constellium SE,1.27,,578913,$10.09,"$5,841,000",,$14.62,44.90%,$7.33,$17.27,Meridian Contrarian Fund,1
≡,BB - BlackBerry Ltd.,1.23,Reduce 21.45%,1501833,$3.77,"$5,662,000",,$3.66,-2.92%,$2.22,$6.24,Meridian Contrarian Fund,1
≡,DLTR - Dollar Tree Inc.,1.23,Buy,75562,$75.06,"$5,672,000",,$112.48,49.85%,$60.49,$118.06,Meridian Contrarian Fund,1
≡,LUCK - Lucky Strike Entertainment Corp.,1.23,Reduce 25.97%,578803,$9.76,"$5,649,000",,$10.21,4.61%,$7.61,$13.10,Meridian Contrarian Fund,1
≡,SUI - Sun Communities Inc.,1.16,Buy,41288,$128.63,"$5,311,000",,$126.97,-1.29%,$104.84,$138.83,Meridian Contrarian Fund,1
≡,DBRG - DigitalBridge Group Inc.,1.12,,582121,$8.82,"$5,134,000",,$11.11,25.96%,$6.40,$17.28,Meridian Contrarian Fund,1
≡,OEC - Orion SA,1.12,Add 27.46%,399188,$12.93,"$5,162,000",,$10.29,-20.42%,$9.03,$19.36,Meridian Contrarian Fund,1
≡,UHAL - U-Haul Holding Co.,1.08,,75800,$65.36,"$4,954,000",,$59.05,-9.65%,$56.28,$79.04,Meridian Contrarian Fund,1
≡,KNX - Knight-Swift Transportation,1.05,Reduce 37.68%,110813,$43.49,"$4,819,000",,$43.44,-0.11%,$36.54,$61.04,Meridian Contrarian Fund,1
≡,ATZ.TO - Aritzia Inc.,0.94,Reduce 52.83%,121416,$35.50,"$4,310,000",,,,,,Meridian Contrarian Fund,1
≡,PL - Planet Labs PBC,0.93,Reduce 39.15%,1264958,$3.38,"$4,276,000",,$6.38,88.76%,$1.76,$7.72,Meridian Contrarian Fund,1
≡,VFC - V.F. Corp.,0.91,Reduce 17.44%,269975,$15.52,"$4,190,000",,$13.11,-15.53%,$9.35,$28.68,Meridian Contrarian Fund,1
≡,RAMP - LiveRamp Holdings Inc.,0.87,Add 32.09%,152314,$26.14,"$3,981,000",,$26.81,2.56%,$22.82,$36.08,Meridian Contrarian Fund,1
≡,AMBA - Ambarella Inc.,0.82,Reduce 11.76%,75000,$50.33,"$3,775,000",,$66.24,31.61%,$38.86,$85.15,Meridian Contrarian Fund,1
≡,CERT - Certara Inc.,0.81,Buy,378000,$9.90,"$3,742,000",,$11.02,11.31%,$8.64,$15.69,Meridian Contrarian Fund,1
≡,LASR - nLight Inc.,0.79,Add 7.08%,464717,$7.77,"$3,611,000",,$26.26,237.97%,$6.20,$28.43,Meridian Contrarian Fund,1
≡,CRGY - Crescent Energy Inc A,0.7,,285572,$11.24,"$3,210,000",,$9.22,-17.97%,$6.65,$16.32,Meridian Contrarian Fund,1
≡,OUST - Ouster Inc.,0.61,Buy,314000,$8.98,"$2,820,000",,$29.90,232.96%,$5.84,$36.25,Meridian Contrarian Fund,1
≡,CWCO - Consolidated Water Co. Ltd,0.58,Buy,108000,$24.49,"$2,645,000",,$32.40,32.30%,$22.58,$34.26,Meridian Contrarian Fund,1
≡,DNN - Denison Mines Corp.,0.56,Buy,1975000,$1.30,"$2,568,000",,$1.93,48.46%,$1.08,$2.47,Meridian Contrarian Fund,1
≡,FUN - Six Flags Entertainment Corp.,0.56,Buy,72000,$35.67,"$2,568,000",,$25.98,-27.17%,$21.44,$49.77,Meridian Contrarian Fund,1
≡,ZVIA - Zevia PBC,0.56,Add 20.00%,1200000,$2.16,"$2,592,000",,$2.88,33.33%,$0.90,$4.99,Meridian Contrarian Fund,1
≡,AMSC - American Superconductor Corp.,0.52,Reduce 10.93%,130432,$18.14,"$2,366,000",,$48.82,169.13%,$13.98,$58.42,Meridian Contrarian Fund,1
≡,NVTS - Navitas Semiconductor Corp.,0.51,Reduce 4.77%,1136993,$2.05,"$2,331,000",,$6.43,213.66%,$1.52,$9.48,Meridian Contrarian Fund,1
≡,NXE - Nexgen Energy Ltd,0.47,Add 125.32%,483655,$4.49,"$2,172,000",,$6.55,45.88%,$3.91,$8.96,Meridian Contrarian Fund,1
≡,ORIC - ORIC Pharmaceuticals Inc.,0.45,,370000,$5.58,"$2,065,000",,$9.60,72.04%,$3.90,$14.67,Meridian Contrarian Fund,1
≡,ZBIO - Zenas BioPharma Inc.,0.42,Add 32.64%,243812,$7.90,"$1,926,000",,$15.85,100.63%,$5.83,$26.25,Meridian Contrarian Fund,1
≡,ALBO-OLD - Albireo Pharma Inc.,0.08,,150750,$2.37,"$357,000",,$44.15,1762.87%,$16.02,$45.23,Meridian Contrarian Fund,1
≡,IQV - IQVIA Holdings Inc.,7.03,,2636400,$176.30,"$464,797,000",,$192.35,9.10%,$134.65,$252.88,Bill Nygren - Oakmark Select Fund,1
≡,GOOGL - Alphabet Inc.,6.64,Add 4.49%,2839420,$154.64,"$439,088,000",,$201.57,30.35%,$140.36,$206.56,Bill Nygren - Oakmark Select Fund,1
≡,FCNCA - First Citizens Bancshares,6.41,Add 1.96%,228643,$1854.12,"$423,932,000",,$1901.42,2.55%,$1472.06,$2408.07,Bill Nygren - Oakmark Select Fund,1
≡,DE - Deere & Co.,5.98,Reduce 19.20%,842700,$469.35,"$395,521,000",,$489.44,4.28%,$366.59,$532.10,Bill Nygren - Oakmark Select Fund,1
≡,PSX - Phillips 66,5.95,Add 23.67%,3187000,$123.48,"$393,531,000",,$122.17,-1.06%,$89.26,$135.71,Bill Nygren - Oakmark Select Fund,1
≡,KDP - Keurig Dr Pepper Inc.,5.83,Add 39.93%,11260000,$34.22,"$385,317,000",,$35.18,2.81%,$29.71,$37.26,Bill Nygren - Oakmark Select Fund,1
≡,LAD - Lithia Motors Inc.,5.81,Add 2.83%,1309100,$293.54,"$384,273,000",,$307.93,4.90%,$253.58,$403.49,Bill Nygren - Oakmark Select Fund,1
≡,SCHW - Charles Schwab Corp.,5.76,Add 4.42%,4865940,$78.28,"$380,906,000",,$95.76,22.33%,$60.38,$99.42,Bill Nygren - Oakmark Select Fund,1
≡,PAYC - Paycom Software Inc.,5.16,Reduce 11.43%,1560200,$218.48,"$340,872,000",,$227.93,4.33%,$152.34,$267.76,Bill Nygren - Oakmark Select Fund,1
≡,ABNB - Airbnb Inc.,5.11,Add 65.46%,2826000,$119.46,"$337,594,000",,$126.00,5.47%,$99.88,$163.93,Bill Nygren - Oakmark Select Fund,1
≡,COP - ConocoPhillips,5.08,Add 32.67%,3199912,$105.02,"$336,055,000",,$93.76,-10.72%,$78.56,$112.56,Bill Nygren - Oakmark Select Fund,1
≡,ICE - Intercontinental Exchange Inc.,4.99,Reduce 17.58%,1910853,$172.50,"$329,622,000",,$178.27,3.34%,$141.51,$189.35,Bill Nygren - Oakmark Select Fund,1
≡,COF - Capital One Financial,4.9,Reduce 4.92%,1808097,$179.30,"$324,192,000",,$214.62,19.70%,$129.97,$231.82,Bill Nygren - Oakmark Select Fund,1
≡,CBRE - CBRE Group,4.84,Reduce 12.65%,2445352,$130.78,"$319,803,000",,$159.98,22.33%,$108.45,$161.03,Bill Nygren - Oakmark Select Fund,1
≡,EFX - Equifax Inc.,4.36,Add 37.08%,1183000,$243.56,"$288,131,000",,$249.91,2.61%,$199.60,$308.07,Bill Nygren - Oakmark Select Fund,1
≡,ALLY - Ally Financial Inc.,3.34,Add 17.01%,6047800,$36.47,"$220,563,000",,$38.27,4.94%,$29.02,$42.42,Bill Nygren - Oakmark Select Fund,1
≡,WBD - Warner Bros. Discovery Inc.,3.25,,20021000,$10.73,"$214,825,000",,$11.56,7.74%,$6.78,$13.87,Bill Nygren - Oakmark Select Fund,1
≡,APA - APA Corp.,2.6,,8190800,$21.02,"$172,171,000",,$20.24,-3.71%,$13.19,$28.02,Bill Nygren - Oakmark Select Fund,1
≡,CNC - Centene Corp.,2.14,Reduce 34.93%,2334104,$60.71,"$141,703,000",,$29.33,-51.69%,$25.08,$80.59,Bill Nygren - Oakmark Select Fund,1
≡,MOH - Molina Healthcare Inc.,2.0,Buy,400436,$329.39,"$131,900,000",,$173.85,-47.22%,$151.95,$365.23,Bill Nygren - Oakmark Select Fund,1
≡,LBRDK - Liberty Broadband Corp. CL C,1.8,,1398600,$85.05,"$118,951,000",,$61.40,-27.81%,$54.51,$97.16,Bill Nygren - Oakmark Select Fund,1
≡,CHTR - Charter Communications,1.02,,182500,$368.53,"$67,257,000",,$267.01,-27.55%,$254.67,$437.06,Bill Nygren - Oakmark Select Fund,1
≡,ACI - Albertsons Co Inc.,8.23,Reduce 4.62%,3470204,$21.99,"$76,310,000",,$19.43,-11.64%,$16.64,$22.88,Mason Hawkins - Longleaf Partners,1
≡,IAC - IAC Inc.,8.07,Reduce 2.93%,1629400,$45.94,"$74,855,000",,$35.59,-22.53%,$32.05,$45.88,Mason Hawkins - Longleaf Partners,1
≡,CNX - CNX Resources Corp.,7.82,Add 11.44%,2302445,$31.48,"$72,481,000",,$28.24,-10.29%,$26.45,$41.93,Mason Hawkins - Longleaf Partners,1
≡,FIS - Fidelity National Information Services,7.49,,929871,$74.68,"$69,443,000",,$69.33,-7.16%,$66.18,$90.63,Mason Hawkins - Longleaf Partners,1
≡,MAT - Mattel Inc.,7.32,Reduce 7.44%,3491996,$19.43,"$67,849,000",,$17.66,-9.11%,$13.95,$22.07,Mason Hawkins - Longleaf Partners,1
≡,FDX - FedEx Corp.,6.94,,263853,$243.78,"$64,322,000",,$233.13,-4.37%,$193.05,$303.39,Mason Hawkins - Longleaf Partners,1
≡,DINO - HF Sinclair Corp.,6.56,Add 7.32%,1849476,$32.88,"$60,811,000",,$45.55,38.53%,$24.33,$47.89,Mason Hawkins - Longleaf Partners,1
≡,EXXRF - Exor NV,6.32,Add 9.36%,648645,$90.39,"$58,633,000",,,,,,Mason Hawkins - Longleaf Partners,1
≡,AMG - Affiliated Managers Group,5.91,Reduce 25.89%,326197,$168.03,"$54,811,000",,$217.65,29.53%,$139.21,$224.30,Mason Hawkins - Longleaf Partners,1
≡,BIO - Bio-Rad Laboratories Inc.,5.77,Add 11.52%,219667,$243.56,"$53,502,000",,$288.37,18.40%,$211.43,$387.99,Mason Hawkins - Longleaf Partners,1
≡,KHC - Kraft Heinz Co.,5.67,,1728800,$30.43,"$52,607,000",,$27.67,-9.07%,$25.44,$35.08,Mason Hawkins - Longleaf Partners,1
≡,REGN - Regeneron Pharmaceuticals,5.46,Buy,79873,$634.23,"$50,658,000",,$571.78,-9.85%,$475.76,$1206.03,Mason Hawkins - Longleaf Partners,1
≡,CNH - CNH Industrial NV,4.38,Reduce 14.54%,3308474,$12.28,"$40,628,000",,$12.23,-0.41%,$9.59,$14.27,Mason Hawkins - Longleaf Partners,1
≡,MGM - MGM Resorts International,4.16,Reduce 12.59%,1302756,$29.64,"$38,614,000",,$36.71,23.85%,$25.30,$42.54,Mason Hawkins - Longleaf Partners,1
≡,PVH - PVH Corp.,3.62,Add 18.59%,518769,$64.64,"$33,533,000",,$76.17,17.84%,$59.25,$113.36,Mason Hawkins - Longleaf Partners,1
≡,PYPL - PayPal Holdings Inc.,3.29,,467763,$65.25,"$30,522,000",,$69.05,5.82%,$55.85,$93.66,Mason Hawkins - Longleaf Partners,1
≡,H - Hyatt Hotels Corp.,3.01,,227601,$122.50,"$27,881,000",,$140.02,14.30%,$102.31,$167.83,Mason Hawkins - Longleaf Partners,1
≡,RYCEF - Rolls Royce Holdings plc,12.26,,41891727,$9.68,"$405,311,000",,$6.31,-34.81%,$2.36,$6.86,Ruane Cunniff - Sequoia Fund,1
≡,CNSWF - Constellation Software Inc.,7.96,,83113,$3166.93,"$263,213,000",,$3091.00,-2.40%,$1919.43,$3423.95,Ruane Cunniff - Sequoia Fund,1
≡,FWONK - Liberty Media Corp Formula One Series C,7.47,,2743813,$90.01,"$246,971,000",,$101.68,12.97%,$74.34,$106.26,Ruane Cunniff - Sequoia Fund,1
≡,SCHW - Charles Schwab Corp.,6.0,,2532139,$78.28,"$198,216,000",,$95.76,22.33%,$60.38,$99.42,Ruane Cunniff - Sequoia Fund,1
≡,UMGNF - Universal Music Grp NV,5.94,,7137909,$27.50,"$196,274,000",,$25.91,-5.78%,$22.53,$31.94,Ruane Cunniff - Sequoia Fund,1
≡,ELV - Elevance Health Inc.,5.51,,418967,$434.96,"$182,234,000",,$312.00,-28.27%,$273.71,$558.44,Ruane Cunniff - Sequoia Fund,1
≡,GOOGL - Alphabet Inc.,5.41,,1155584,$154.64,"$178,700,000",,$201.57,30.35%,$140.36,$206.56,Ruane Cunniff - Sequoia Fund,1
≡,ICE - Intercontinental Exchange Inc.,5.31,Reduce 42.10%,1017373,$172.50,"$175,497,000",,$178.27,3.34%,$141.51,$189.35,Ruane Cunniff - Sequoia Fund,1
≡,UNH - United Health Group Inc.,5.03,,317276,$523.75,"$166,173,000",,$304.24,-41.91%,$234.60,$621.24,Ruane Cunniff - Sequoia Fund,1
≡,ERFSF - Eurofins Scientific SE,4.71,,2926063,$53.22,"$155,730,000",,$59.18,11.20%,$44.13,$67.71,Ruane Cunniff - Sequoia Fund,1
≡,SAP - SAP SE,4.6,,575172,$264.27,"$152,001,000",,$274.23,3.77%,$208.56,$313.28,Ruane Cunniff - Sequoia Fund,1
≡,COF - Capital One Financial,4.49,,828064,$179.30,"$148,472,000",,$214.62,19.70%,$129.97,$231.82,Ruane Cunniff - Sequoia Fund,1
≡,CACC - Credit Acceptance Corp.,4.11,,263328,$516.35,"$135,969,000",,$476.75,-7.67%,$409.22,$560.00,Ruane Cunniff - Sequoia Fund,1
≡,ASHTF - Ashtead Group plc,3.54,Add 46.56%,2182681,$53.56,"$116,896,000",,$70.86,32.30%,$55.11,$76.84,Ruane Cunniff - Sequoia Fund,1
≡,TSM - Taiwan Semiconductor S.A.,3.5,,696985,$166.00,"$115,700,000",,$232.70,40.18%,$133.78,$248.28,Ruane Cunniff - Sequoia Fund,1
≡,META - Meta Platforms Inc.,3.48,,199675,$576.36,"$115,085,000",,$751.48,30.38%,$479.43,$796.25,Ruane Cunniff - Sequoia Fund,1
≡,ICLR - ICON plc,2.62,,494675,$174.99,"$86,563,000",,$179.64,2.66%,$125.10,$328.35,Ruane Cunniff - Sequoia Fund,1
≡,LBRDK - Liberty Broadband Corp. CL C,2.25,,875797,$85.05,"$74,487,000",,$61.40,-27.81%,$54.51,$97.16,Ruane Cunniff - Sequoia Fund,1
≡,CHTR - Charter Communications,1.63,,146487,$368.53,"$53,985,000",,$267.01,-27.55%,$254.67,$437.06,Ruane Cunniff - Sequoia Fund,1
≡,J - Jacobs Solutions Inc.,1.37,,373479,$120.89,"$45,150,000",,$147.76,22.23%,$104.88,$152.40,Ruane Cunniff - Sequoia Fund,1
≡,BRK.B - Berkshire Hathaway CL B,1.26,,78394,$532.58,"$41,751,000",,$485.31,-8.88%,$437.90,$542.07,Ruane Cunniff - Sequoia Fund,1
≡,LBRDA - Liberty Broadband Corp. CL A,0.88,,340760,$85.00,"$28,965,000",,$60.96,-28.28%,$53.73,$95.93,Ruane Cunniff - Sequoia Fund,1
≡,AMTM - Amentum Holdings Inc.,0.55,,991858,$18.20,"$18,052,000",,$24.37,33.90%,$16.01,$34.47,Ruane Cunniff - Sequoia Fund,1
≡,FWONA - Liberty Media Corp Formula One Series A,0.1,,42268,$81.48,"$3,444,000",,$90.58,11.17%,$68.00,$96.40,Ruane Cunniff - Sequoia Fund,1
≡,SNA - Snap-On Inc.,6.34,Reduce 12.98%,11559,$336.97,"$3,895,000",,$324.76,-3.62%,$262.13,$366.67,Charles Bobrinskoy - Ariel Focus Fund,1
≡,SJM - J.M. Smucker Co,6.31,Add 1.98%,32707,$118.42,"$3,873,000",,$112.02,-5.40%,$92.38,$121.72,Charles Bobrinskoy - Ariel Focus Fund,1
≡,BOKF - BOK Financial Corp.,6.07,Reduce 3.97%,35784,$104.15,"$3,727,000",,$105.14,0.95%,$84.12,$119.61,Charles Bobrinskoy - Ariel Focus Fund,1
≡,MHK - Mohawk Industries,5.3,Add 1.73%,28524,$114.18,"$3,257,000",,$127.79,11.92%,$96.24,$164.29,Charles Bobrinskoy - Ariel Focus Fund,1
≡,CVX - Chevron Corp.,4.8,Reduce 5.70%,17608,$167.31,"$2,946,000",,$152.00,-9.15%,$129.01,$165.09,Charles Bobrinskoy - Ariel Focus Fund,1
≡,BAC - Bank of America Corp.,4.66,Reduce 10.13%,68506,$41.73,"$2,859,000",,$48.08,15.22%,$32.87,$49.31,Charles Bobrinskoy - Ariel Focus Fund,1
≡,REZI - Resideo Technologies Inc.,4.59,Add 5.13%,159346,$17.70,"$2,820,000",,$32.47,83.45%,$14.18,$33.03,Charles Bobrinskoy - Ariel Focus Fund,1
≡,LMT - Lockheed Martin Corp.,4.47,,6144,$446.78,"$2,745,000",,$441.10,-1.27%,$410.11,$606.41,Charles Bobrinskoy - Ariel Focus Fund,1
≡,PHIN - PHINIA Inc.,4.45,,64415,$42.43,"$2,733,000",,$55.59,31.02%,$36.03,$56.56,Charles Bobrinskoy - Ariel Focus Fund,1
≡,AMG - Affiliated Managers Group,4.25,Add 27.10%,15533,$168.03,"$2,610,000",,$217.65,29.53%,$139.21,$224.30,Charles Bobrinskoy - Ariel Focus Fund,1
≡,APA - APA Corp.,4.04,,118076,$21.02,"$2,482,000",,$20.24,-3.71%,$13.19,$28.02,Charles Bobrinskoy - Ariel Focus Fund,1
≡,ORCL - Oracle Corp.,4.04,Reduce 9.29%,17762,$139.79,"$2,483,000",,$234.62,67.84%,$118.18,$260.87,Charles Bobrinskoy - Ariel Focus Fund,1
≡,BYD - Boyd Gaming Corp.,3.91,,36441,$65.83,"$2,399,000",,$83.89,27.43%,$57.08,$87.76,Charles Bobrinskoy - Ariel Focus Fund,1
≡,JNJ - Johnson & Johnson,3.86,,14285,$165.84,"$2,369,000",,$177.80,7.21%,$138.38,$178.18,Charles Bobrinskoy - Ariel Focus Fund,1
≡,LH - Labcorp Holdings Inc.,3.84,,10134,$232.78,"$2,359,000",,$275.77,18.47%,$208.76,$283.47,Charles Bobrinskoy - Ariel Focus Fund,1
≡,GS - Goldman Sachs Group,3.5,Reduce 44.29%,3934,$546.26,"$2,149,000",,$721.38,32.06%,$437.20,$749.05,Charles Bobrinskoy - Ariel Focus Fund,1
≡,BIO - Bio-Rad Laboratories Inc.,3.22,Add 30.74%,8123,$243.51,"$1,978,000",,$288.37,18.42%,$211.43,$387.99,Charles Bobrinskoy - Ariel Focus Fund,1
≡,B - Barrick Mining Corp.,3.19,Reduce 18.05%,100817,$19.44,"$1,960,000",,$23.97,23.30%,$14.95,$24.48,Charles Bobrinskoy - Ariel Focus Fund,1
≡,SLB - Schlumberger Ltd.,3.14,Add 407.53%,46079,$41.80,"$1,926,000",,$33.34,-20.24%,$30.85,$45.17,Charles Bobrinskoy - Ariel Focus Fund,1
≡,MOS - Mosaic Co.,2.94,,66915,$27.00,"$1,807,000",,$32.24,19.41%,$22.14,$38.23,Charles Bobrinskoy - Ariel Focus Fund,1
≡,FAF - First Amer'n Corp.,2.93,Reduce 5.83%,27413,$65.63,"$1,799,000",,$64.88,-1.14%,$53.09,$69.10,Charles Bobrinskoy - Ariel Focus Fund,1
≡,MSGS - Madison Square Garden Sports Corp.,2.62,Add 23.13%,8256,$194.77,"$1,608,000",,$196.64,0.96%,$173.26,$237.99,Charles Bobrinskoy - Ariel Focus Fund,1
≡,CLB - Core Laboratories Inc.,2.46,Reduce 10.85%,100965,$14.99,"$1,513,000",,$10.43,-30.42%,$9.72,$21.78,Charles Bobrinskoy - Ariel Focus Fund,1
≡,MSGE - Madison Square Garden Entertainment Corp.,2.26,Reduce 8.96%,42412,$32.75,"$1,389,000",,$37.58,14.75%,$28.29,$44.14,Charles Bobrinskoy - Ariel Focus Fund,1
≡,BWA - BorgWarner Inc.,1.48,Reduce 25.41%,31842,$28.64,"$912,000",,$42.06,46.86%,$24.32,$42.45,Charles Bobrinskoy - Ariel Focus Fund,1
≡,ZIMV - ZimVie Inc.,1.33,Add 152.44%,75617,$10.80,"$817,000",,$18.95,75.46%,$8.15,$18.98,Charles Bobrinskoy - Ariel Focus Fund,1
≡,MAT - Mattel Inc.,4.1,Reduce 13.75%,1752125,$19.43,"$34,044,000",,$17.66,-9.11%,$13.95,$22.07,John Rogers - Ariel Appreciation Fund,1
≡,NTRS - Northern Trust Corp.,3.79,Reduce 7.28%,319358,$98.65,"$31,505,000",,$127.36,29.10%,$81.05,$133.00,John Rogers - Ariel Appreciation Fund,1
